Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
20;hund_021.png;1;524;1;499
20;hund_023.png;2;551;1;364
20;hund_024.png;4;1353;2;1050
20;hund_025.png;2;842;2;795
20;hund_026.png;1;775;1;758
20;hund_027.png;1;461;1;445
20;hund_028.png;6;6036;5;5924
20;hund_029.png;4;1496;3;1143
20;hund_031.png;1;430;1;414
20;hund_032.png;1;395;1;379
20;hund_033.png;1;490;1;442
20;hund_034.png;4;1487;3;951
20;hund_035.png;4;1343;3;1162
20;hund_036.png;2;374;1;333
20;hund_037.png;1;301;1;269
20;hund_038.png;1;333;1;317
20;hund_039.png;2;490;1;364
20;hund_040.png;7;1038;3;651
20;hund_041.png;2;482;1;443
20;hund_042.png;2;1531;2;1483
20;hund_043.png;2;870;2;789
20;hund_044.png;1;286;1;262
20;hund_045.png;3;1045;2;794
20;hund_046.png;1;504;1;457
20;hund_047.png;1;485;1;470
20;hund_048.png;2;610;1;520
20;hund_049.png;4;2072;4;1962
20;hund_050.png;1;539;1;501
20;hund_051.png;2;504;1;472
20;hund_052.png;1;476;1;457
20;hund_053.png;1;425;1;409
20;hund_054.png;3;868;2;704
20;hund_055.png;1;1251;1;1203
20;hund_056.png;4;630;1;424
20;hund_057.png;2;414;1;286
20;hund_058.png;1;729;1;666
20;hund_059.png;1;838;1;822
20;hund_060.png;1;331;1;316
20;hund_061.png;2;206;1;174
20;hund_062.png;1;632;2;568
20;hund_063.png;2;269;1;174
20;hund_064.png;2;742;2;679
20;hund_065.png;2;347;1;236
20;hund_068.png;3;347;0;0
20;hund_069.png;1;442;1;410
20;hund_070.png;2;779;2;731
20;hund_071.png;2;252;1;172
20;hund_073.png;1;96;0;0
20;hund_074.png;2;142;0;0
20;hund_075.png;2;394;1;282
20;hund_076.png;2;78;0;0
20;hund_077.png;3;963;2;822
20;hund_079.png;1;156;0;0
20;hund_080.png;1;20;0;0
20;hund_081.png;2;203;1;152
20;hund_082.png;2;632;2;558
20;hund_083.png;1;109;0;0
20;hund_084.png;1;365;1;333
20;hund_088.png;1;439;1;377
20;hund_089.png;2;410;1;347
20;hund_090.png;2;205;1;173
20;hund_091.png;1;221;1;203
20;hund_093.png;1;156;0;0
20;hund_097.png;2;79;0;0
20;hund_098.png;1;248;1;216
20;hund_100.png;4;769;2;504
20;hund_22.png;1;16;0;0
20;hund_30.png;1;204;1;189
20;hund_94.png;1;191;1;154
89;;2,011235955;700,5617978;1,314606742;604,5842697
;;;;;
100;pferd_001.png;11;1447;5;1066
100;pferd_002.png;4;188;0;0
100;pferd_003.png;8;884;2;590
100;pferd_004.png;9;1765;4;1418
100;pferd_005.png;4;254;0;0
100;pferd_006.png;2;127;0;0
100;pferd_010.png;1;48;0;0
100;pferd_012.png;6;380;1;230
100;pferd_013.png;5;883;2;718
100;pferd_014.png;5;1086;2;864
100;pferd_015.png;6;819;3;611
100;pferd_016.png;6;1154;3;777
100;pferd_020.png;2;252;0;0
100;pferd_021.png;1;221;1;205
100;pferd_022.png;3;271;1;194
100;pferd_023.png;12;2019;5;1339
100;pferd_024.png;8;878;3;615
100;pferd_025.png;12;1610;3;1040
100;pferd_026.png;6;405;0;0
100;pferd_029.png;1;490;1;474
100;pferd_030.png;3;803;1;522
100;pferd_032.png;1;242;1;216
100;pferd_033.png;8;471;1;199
100;pferd_034.png;12;1363;3;885
100;pferd_035.png;14;1356;3;790
100;pferd_036.png;4;400;1;286
100;pferd_038.png;5;938;2;753
100;pferd_039.png;5;1857;4;1649
100;pferd_040.png;2;47;0;0
100;pferd_043.png;1;15;0;0
100;pferd_044.png;8;982;2;569
100;pferd_045.png;12;1211;4;885
100;pferd_046.png;2;380;1;219
100;pferd_047.png;3;358;1;266
100;pferd_048.png;7;365;1;165
100;pferd_053.png;2;189;0;0
100;pferd_054.png;5;422;2;333
100;pferd_055.png;6;301;1;159
100;pferd_056.png;5;576;2;471
100;pferd_057.png;4;1068;2;824
100;pferd_060.png;1;48;0;0
100;pferd_063.png;6;327;0;0
100;pferd_064.png;7;539;1;159
100;pferd_065.png;4;95;0;0
100;pferd_066.png;1;347;1;322
100;pferd_067.png;2;46;0;0
100;pferd_068.png;1;48;0;0
100;pferd_069.png;1;31;0;0
100;pferd_070.png;3;126;0;0
100;pferd_072.png;1;16;0;0
100;pferd_073.png;2;331;1;222
100;pferd_074.png;9;1379;3;867
100;pferd_075.png;2;31;0;0
100;pferd_076.png;1;32;0;0
100;pferd_077.png;3;64;0;0
100;pferd_078.png;2;184;0;0
100;pferd_079.png;4;1051;3;833
100;pferd_080.png;3;362;1;249
100;pferd_083.png;1;624;1;601
100;pferd_084.png;4;114;0;0
100;pferd_085.png;4;282;0;0
100;pferd_086.png;1;207;1;191
100;pferd_087.png;2;76;0;0
100;pferd_088.png;1;353;1;336
100;pferd_089.png;1;204;1;188
100;pferd_090.png;2;613;1;487
100;pferd_094.png;2;228;1;181
100;pferd_095.png;8;1092;3;602
100;pferd_096.png;3;456;1;253
100;pferd_097.png;2;536;1;364
100;pferd_100.png;1;97;0;0
71;;4,309859155;541,7464789;1,253521127;354,7464789
