Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
100;pferd_023.png;3;975;1;617
100;pferd_025.png;3;271;0;0
100;pferd_026.png;4;484;1;222
100;pferd_027.png;1;16;0;0
100;pferd_034.png;2;143;0;0
100;pferd_035.png;4;236;0;0
100;pferd_036.png;4;173;0;0
100;pferd_037.png;1;15;0;0
100;pferd_044.png;3;68;0;0
100;pferd_045.png;7;1005;0;0
100;pferd_046.png;2;154;0;0
100;pferd_054.png;2;762;1;370
100;pferd_055.png;9;597;0;0
100;pferd_056.png;2;459;1;344
100;pferd_057.png;1;16;0;0
100;pferd_061.png;1;16;0;0
100;pferd_062.png;1;251;0;0
100;pferd_064.png;4;191;0;0
100;pferd_065.png;8;701;1;220
100;pferd_066.png;3;793;2;735
100;pferd_067.png;1;16;0;0
100;pferd_074.png;3;350;0;0
100;pferd_075.png;14;2253;4;1252
100;pferd_076.png;6;1113;2;870
100;pferd_077.png;1;16;0;0
100;pferd_085.png;7;361;0;0
100;pferd_086.png;4;269;0;0
100;pferd_087.png;2;157;0;0
100;pferd_095.png;2;96;0;0
100;pferd_096.png;2;142;0;0
