Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
20;katze_019.png;6;695;1;220
20;katze_020.png;7;1204;4;775
20;katze_022.png;1;188;0;0
20;katze_023.jpg;2;537;1;427
20;katze_024.jpeg;1;427;2;375
20;katze_027.png;2;670;1;604
20;katze_028.jpg;1;239;1;207
20;katze_029.png;2;919;2;884
20;katze_031.png;2;369;1;173
20;katze_032.png;2;788;2;704
20;katze_033.png;1;409;1;393
20;katze_034.png;1;30;0;0
20;katze_035.png;3;126;0;0
20;katze_036.png;2;480;1;423
20;katze_037.png;1;332;1;314
20;katze_038.png;1;16;0;0
20;katze_039.png;3;1247;3;1119
20;katze_040.png;5;1210;3;1008
20;katze_041.png;2;533;2;456
20;katze_042.png;1;96;0;0
20;katze_043.png;1;235;1;190
20;katze_044.png;1;524;1;467
20;katze_045.png;4;709;2;317
20;katze_048.png;2;424;1;222
20;katze_049.png;6;852;1;431
20;katze_050.png;2;158;0;0
20;katze_051.png;2;319;1;152
20;katze_052.png;1;32;0;0
20;katze_053.png;3;487;1;220
20;katze_054.png;5;1026;3;677
20;katze_055.png;4;596;1;252
20;katze_056.png;5;826;2;603
20;katze_057.png;3;284;1;206
20;katze_058.png;3;474;1;300
20;katze_059.png;1;15;0;0
20;katze_060.png;2;79;0;0
20;katze_061.png;5;766;2;431
20;katze_062.png;1;460;1;444
20;katze_063.png;1;301;1;285
20;katze_064.png;5;1186;2;823
20;katze_065.png;4;209;0;0
20;katze_066.png;2;962;2;900
20;katze_067.png;1;142;0;0
20;katze_068.png;2;281;1;238
20;katze_069.png;5;1203;1;532
20;katze_071.png;1;666;1;650
20;katze_072.png;3;778;1;433
20;katze_073.png;4;732;1;562
20;katze_074.png;9;710;0;0
20;katze_075.png;5;768;1;313
20;katze_076.png;4;1311;3;1154
20;katze_077.png;2;172;0;0
20;katze_078.png;4;1168;2;1017
20;katze_079.png;7;934;2;595
20;katze_080.png;5;1922;3;1774
20;katze_081.png;1;554;1;538
74;;3,162162162;573,6891892;1,175675676;384,5675676
;;;;;
100;hund_004.png;1;302;1;276
100;hund_005.png;3;252;0;0
100;hund_006.png;1;158;0;0
100;hund_010.png;2;207;0;0
100;hund_011.png;3;328;1;281
100;hund_013.png;3;315;1;267
100;hund_014.png;2;235;0;0
100;hund_015.png;1;16;0;0
100;hund_016.png;1;363;1;347
100;hund_020.png;3;648;2;600
100;hund_021.png;2;565;1;487
100;hund_023.png;3;288;0;0
100;hund_024.png;1;17;0;0
100;hund_025.png;6;916;1;411
100;hund_030.png;1;222;1;206
100;hund_031.png;1;15;0;0
100;hund_032.png;7;1623;3;1210
100;hund_033.png;4;204;0;0
100;hund_034.png;1;126;0;0
100;hund_035.png;5;789;2;542
100;hund_037.png;1;127;0;0
100;hund_038.png;2;94;0;0
100;hund_039.png;2;222;1;159
100;hund_040.png;1;95;0;0
100;hund_041.png;1;377;1;361
100;hund_042.png;9;2217;5;1903
100;hund_043.png;2;314;1;158
100;hund_045.png;2;274;0;0
100;hund_046.png;3;443;1;316
100;hund_047.png;5;837;1;550
100;hund_048.png;4;148;0;0
100;hund_049.png;2;105;0;0
100;hund_050.png;1;316;1;300
100;hund_052.png;3;532;1;375
100;hund_053.png;3;203;0;0
100;hund_054.png;3;237;0;0
100;hund_055.png;2;383;1;351
100;hund_056.png;5;1278;1;949
100;hund_057.png;3;130;0;0
100;hund_058.png;1;97;0;0
100;hund_061.png;1;280;1;264
100;hund_062.png;2;187;0;0
100;hund_063.png;8;380;0;0
100;hund_064.png;1;378;1;362
100;hund_065.png;2;32;0;0
100;hund_066.png;3;239;1;176
100;hund_069.png;2;460;1;286
100;hund_070.png;2;353;0;0
100;hund_071.png;1;775;1;759
100;hund_072.png;2;429;1;176
100;hund_073.png;2;34;0;0
100;hund_075.png;5;651;1;366
100;hund_076.png;3;64;0;0
100;hund_079.png;1;64;0;0
100;hund_080.png;2;408;1;345
100;hund_081.png;1;16;0;0
100;hund_082.png;1;47;0;0
100;hund_084.png;1;62;0;0
100;hund_085.png;3;296;1;190
100;hund_086.png;1;458;1;442
100;hund_091.png;1;345;1;328
100;hund_092.png;1;221;1;205
100;hund_095.png;3;488;1;362
63;;2,46031746;360,0793651;0,650793651;227,1428571
